,學校,系組,chinese_list,math_list,science_list,social_list,art_list,tech_list,all_list,health_list,total_list,paper_report_list,doing_work_list,science_work_list,social_work_list,a,b,c,d,e,f,g,h,x,y,z
0,國立陽明交通大學,人文社會學系,False,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1,慈濟大學,人類發展與心理學系,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,國立臺灣師範大學,人類發展與家庭學系幼兒發展與教育組,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3,國立臺灣師範大學,人類發展與家庭學系家庭生活教育組,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,國立臺灣大學,人類學系,False,False,True,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
5,國立臺北教育大學,心理與諮商學系,True,True,True,True,False,False,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
6,臺北市立大學,心理與諮商學系,True,True,False,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
7,中國文化大學,心理輔導學系,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
8,國立成功大學,心理學系,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
9,東吳大學,心理學系,True,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10,國立政治大學,心理學系,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,高雄醫學大學,心理學系,False,False,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12,中原大學,心理學系,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13,輔仁大學,心理學系,True,False,True,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False
14,中山醫學大學,心理學系,True,True,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15,國立中正大學,心理學系,True,True,True,True,False,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
16,佛光大學,心理學系,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,亞洲大學,心理學系工商與社會心理組,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
18,亞洲大學,心理學系心理師研修組,True,False,True,True,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
19,亞洲大學,心理學系諮商與臨床心理組,True,False,True,True,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False
20,國立政治大學,民族學系,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,國立中正大學,犯罪防治學系,True,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
22,銘傳大學,犯罪防治學系（桃園校區）,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
23,南華大學,生死學系社會工作組,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
24,南華大學,生死學系諮商組,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25,南華大學,生死學系殯葬服務組,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
26,輔仁大學,兒童與家庭學系,True,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
27,真理大學,宗教文化與資訊管理學系,True,False,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
28,真理大學,宗教文化與資訊管理學系文創與數位組,True,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
29,真理大學,宗教文化與資訊管理學系藝術與生死組,False,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30,玄奘大學,宗教與文化學系,True,False,False,True,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
31,輔仁大學,宗教學系,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,靜宜大學,社會工作與兒童少年福利學系,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
33,靜宜大學,社會工作與兒童少年福利學系,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,國立臺灣大學,社會工作學系,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
35,東吳大學,社會工作學系,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
36,東海大學,社會工作學系,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,輔仁大學,社會工作學系,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,玄奘大學,社會工作學系,False,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
39,國立臺北大學,社會工作學系,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
40,慈濟大學,社會工作學系,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
41,國立金門大學,社會工作學系,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,實踐大學,社會工作學系(臺北校區),False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
43,亞洲大學,社會工作學系社工心理雙專業組,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
44,亞洲大學,社會工作學系醫務社工與長期照顧雙專業組,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
45,長榮大學,社會工作學系A組,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
46,長榮大學,社會工作學系B組,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
47,長榮大學,社會工作學系C組,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
48,世新大學,社會心理學系,False,False,False,True,False,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
49,國立暨南國際大學,社會政策與社會工作學系,True,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
